Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S170973866,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-04-29,17:24:00,eBird - Traveling Count,5,1,0.18,NA,1,NA,NA,NA,NA
S171098972,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-04-30,12:20:00,eBird - Stationary Count,13,1,NA,NA,1,NA,NA,NA,NA
S171266348,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-05-01,11:00:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,618604226
S171454952,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-05-02,10:53:00,eBird - Traveling Count,6,1,0.15,NA,1,NA,NA,NA,NA
S171859787,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-05-04,13:11:00,eBird - Traveling Count,5,1,0.32,NA,1,NA,NA,NA,NA
S172748370,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-05-08,08:44:00,eBird - Traveling Count,5,1,0.2,NA,1,NA,NA,NA,NA
S176682651,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-05-24,09:08:00,eBird - Traveling Count,5,1,0.19,NA,1,NA,NA,NA,NA
S177937567,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-05-29,09:09:00,eBird - Traveling Count,17,1,0.11,NA,1,NA,NA,NA,NA
S180729292,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-06-11,10:07:00,eBird - Traveling Count,22,1,0.17,NA,1,NA,NA,NA,NA
S180923725,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-06-12,09:09:00,eBird - Traveling Count,15,1,0.25,NA,1,NA,NA,NA,NA
S182391944,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-06-19,09:08:00,eBird - Traveling Count,34,1,0.2,NA,1,NA,NA,NA,NA
S185209465,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-07-04,09:05:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S188198928,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-07-22,09:07:00,eBird - Traveling Count,8,1,0.24,NA,1,NA,NA,NA,NA
S188341724,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-07-23,09:17:00,eBird - Traveling Count,8,1,0.17,NA,1,NA,NA,NA,NA
S190406381,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-08-06,08:54:00,eBird - Traveling Count,6,1,0.2,NA,1,NA,NA,NA,NA
S191388055,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-08-14,09:21:00,eBird - Traveling Count,5,1,0.15,NA,1,NA,NA,NA,NA
S192015543,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-08-19,08:55:00,eBird - Traveling Count,13,1,0.15,NA,1,NA,NA,NA,NA
S192124747,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-08-20,09:27:00,eBird - Traveling Count,5,1,0.28,NA,1,NA,NA,NA,NA
S193030538,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-08-28,08:27:00,eBird - Traveling Count,8,1,0.21,NA,1,NA,NA,NA,NA
S197210354,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-10-02,08:41:00,eBird - Traveling Count,16,1,0.25,NA,1,NA,NA,NA,NA
S197865363,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-10-07,08:57:00,eBird - Traveling Count,16,1,0.23,NA,1,NA,NA,NA,NA
S198293426,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-10-11,09:06:00,eBird - Traveling Count,22,1,0.24,NA,1,NA,NA,NA,NA
S199301696,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-10-18,09:57:00,eBird - Traveling Count,11,1,0.49,NA,1,NA,NA,NA,NA
S202336968,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-11-13,08:38:00,eBird - Traveling Count,9,1,0.19,NA,1,NA,NA,NA,NA
S202433527,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-11-14,08:59:00,eBird - Traveling Count,9,1,0.38,NA,1,NA,NA,NA,NA
S203066870,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-11-20,08:50:00,eBird - Traveling Count,9,1,0.18,NA,1,NA,NA,NA,NA
S203232663,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-11-22,09:18:00,eBird - Traveling Count,18,1,0.4,NA,1,NA,NA,NA,NA
S203649531,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-11-26,09:34:00,eBird - Traveling Count,11,1,0.28,NA,1,NA,NA,NA,NA
S204354187,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-12-03,09:12:00,eBird - Traveling Count,9,1,0.23,NA,1,NA,NA,NA,NA
S204429825,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-12-04,08:33:00,eBird - Traveling Count,6,1,0.13,NA,1,NA,NA,NA,NA
S204439010,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-12-04,12:28:00,eBird - Traveling Count,14,1,0.36,NA,1,NA,NA,NA,NA
S204503866,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-12-05,09:22:00,eBird - Traveling Count,5,1,0.1,NA,1,NA,NA,NA,NA
S205064169,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-12-11,09:34:00,eBird - Traveling Count,6,1,0.5,NA,1,NA,NA,NA,NA
S205581836,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-12-16,09:17:00,eBird - Traveling Count,27,1,0.23,NA,1,NA,NA,Windy,NA
S158219147,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-01-06,11:00:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S161073808,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-02-10,09:28:00,eBird - Traveling Count,7,1,0.33,NA,1,NA,NA,NA,NA
S163316375,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-03-01,08:46:00,eBird - Traveling Count,5,1,0.4,NA,1,NA,NA,NA,NA
S164301889,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-03-10,13:42:00,eBird - Traveling Count,5,1,0.38,NA,1,NA,NA,NA,NA
S165126887,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-03-17,11:47:00,eBird - Traveling Count,5,1,0.29,NA,1,NA,NA,NA,NA
S166014716,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-03-26,07:57:00,eBird - Traveling Count,5,1,0.3,NA,1,NA,NA,NA,NA
S167486731,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-04-07,09:17:00,eBird - Traveling Count,5,1,0.38,NA,1,NA,NA,NA,NA
S169404372,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-04-20,11:08:00,eBird - Traveling Count,5,1,0.37,NA,1,NA,NA,NA,NA
S171735341,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-05-03,20:04:00,eBird - Traveling Count,5,1,0.25,NA,1,NA,NA,NA,NA
S174894986,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-05-16,17:35:00,eBird - Traveling Count,6,1,0.4,NA,1,NA,NA,NA,NA
S176299380,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-05-22,09:27:00,eBird - Traveling Count,8,1,0.68,NA,1,NA,NA,NA,NA
S176772476,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-05-24,17:49:00,eBird - Traveling Count,5,1,0.13,NA,1,NA,NA,NA,NA
S177205830,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-05-26,11:28:00,eBird - Traveling Count,6,1,0.38,NA,1,NA,NA,NA,NA
S180071700,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-06-08,12:52:00,eBird - Traveling Count,7,1,0.38,NA,1,NA,NA,NA,NA
S186423051,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-07-11,08:57:00,eBird - Traveling Count,7,1,0.35,NA,1,NA,NA,NA,NA
S188596680,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-07-24,17:51:00,eBird - Traveling Count,7,1,0.38,NA,1,NA,NA,NA,NA
S190988763,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-08-11,09:49:00,eBird - Traveling Count,7,1,0.37,NA,1,NA,NA,NA,NA
S191732087,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-08-17,08:57:00,eBird - Traveling Count,7,1,0.39,NA,1,NA,NA,NA,NA
S192222518,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-08-21,07:52:00,eBird - Traveling Count,5,1,0.39,NA,1,NA,NA,NA,NA
S192569594,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-08-24,14:33:00,eBird - Traveling Count,8,1,0.38,NA,1,NA,NA,Lovely little mixed passerine flock,NA
S192813994,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-08-26,08:35:00,eBird - Traveling Count,7,1,0.37,NA,1,NA,NA,NA,NA
S196698138,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-09-28,09:05:00,eBird - Traveling Count,8,1,0.59,NA,1,NA,NA,NA,NA
S196870177,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-09-29,13:41:00,eBird - Traveling Count,13,1,0.27,NA,1,NA,NA,NA,NA
S198656484,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-10-13,09:00:00,eBird - Traveling Count,6,1,0.4,NA,1,NA,NA,NA,NA
S198962971,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-10-15,08:37:00,eBird - Traveling Count,6,1,0.37,NA,1,NA,NA,NA,NA
S199408854,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-10-19,08:35:00,eBird - Traveling Count,6,1,0.37,NA,1,NA,NA,NA,NA
S199717575,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-10-21,08:35:00,eBird - Traveling Count,7,1,0.39,NA,1,NA,NA,NA,NA
S200473581,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-10-27,15:23:00,eBird - Traveling Count,8,1,0.36,NA,1,NA,NA,NA,NA
S200565631,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-10-28,08:19:00,eBird - Traveling Count,5,1,0.34,NA,1,NA,NA,NA,NA
S201352146,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-11-04,08:46:00,eBird - Traveling Count,5,1,0.37,NA,1,NA,NA,NA,NA
S201549736,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-11-06,09:51:00,eBird - Traveling Count,5,1,0.39,NA,1,NA,NA,NA,NA
S203741421,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-11-27,10:40:00,eBird - Traveling Count,5,1,0.39,NA,1,NA,NA,NA,NA
S204155392,Eurasian Blue Tit,Cyanistes caeruleus,21890,7,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-12-01,11:27:00,eBird - Traveling Count,5,1,0.37,NA,1,NA,NA,NA,NA
S204797665,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-12-08,10:32:00,eBird - Traveling Count,5,1,0.39,NA,1,NA,NA,NA,NA
S205319046,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-12-14,09:44:00,eBird - Traveling Count,5,1,0.41,NA,1,NA,NA,NA,NA
S205968942,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-12-20,09:43:00,eBird - Traveling Count,6,1,0.38,NA,1,NA,NA,NA,NA
S206282077,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-12-23,10:47:00,eBird - Traveling Count,7,1,0.37,NA,1,NA,NA,NA,NA
S206722102,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-12-27,11:04:00,eBird - Traveling Count,10,1,0.39,NA,1,NA,NA,NA,NA
S207179038,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-12-30,13:58:00,eBird - Traveling Count,4,1,0.37,NA,1,NA,NA,NA,NA
S171158188,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27509243,St Leonard's School,56.3392185,-2.7901884,2024-04-30,17:59:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,NA
S165835193,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L29012813,St Mary's Quad,56.3385301,-2.7945654,2024-03-24,17:21:00,eBird - Traveling Count,4,1,0.16,NA,1,NA,NA,NA,NA
S158761216,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-01-13,11:28:00,eBird - Traveling Count,30,1,1.38,NA,1,NA,NA,NA,NA
S161824299,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-02-17,15:24:00,eBird - Traveling Count,30,1,1.35,NA,1,NA,NA,NA,NA
S164317499,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-03-10,15:21:00,eBird - Traveling Count,26,1,1.34,NA,1,NA,NA,NA,NA
S166499686,Eurasian Blue Tit,Cyanistes caeruleus,21890,9,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-03-30,15:46:00,eBird - Traveling Count,49,1,1.39,NA,1,NA,NA,NA,NA
S169661934,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-04-21,17:50:00,eBird - Traveling Count,41,1,1.33,NA,1,NA,NA,NA,NA
S171853902,Eurasian Blue Tit,Cyanistes caeruleus,21890,20,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-05-04,11:50:00,eBird - Traveling Count,59,1,1.33,NA,1,NA,NA,NA,NA
S178230028,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-05-30,18:22:00,eBird - Traveling Count,42,1,1.32,NA,1,NA,NA,NA,NA
S180084141,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-06-08,13:24:00,eBird - Traveling Count,23,1,1.3,NA,1,NA,NA,NA,NA
S189007012,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-07-26,18:05:00,eBird - Traveling Count,32,1,1.33,NA,1,NA,NA,NA,NA
S191044909,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-08-11,15:42:00,eBird - Traveling Count,35,1,1.41,NA,1,NA,NA,NA,NA
S196700205,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-09-28,09:34:00,eBird - Traveling Count,22,1,1.31,NA,1,NA,NA,NA,NA
S198667560,Eurasian Blue Tit,Cyanistes caeruleus,21890,8,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-10-13,11:26:00,eBird - Traveling Count,29,1,1.32,NA,9,NA,NA,NA,NA
S157689886,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-01-01,13:14:00,eBird - Traveling Count,14,1,0.94,NA,1,NA,NA,NA,NA
S157830912,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-01-02,12:39:00,eBird - Traveling Count,5,1,0.24,NA,1,NA,NA,NA,NA
S158233226,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-01-06,13:29:00,eBird - Traveling Count,6,1,0.3,NA,1,NA,NA,NA,NA
S160587545,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-02-04,09:45:00,eBird - Traveling Count,9,1,0.71,NA,1,NA,NA,NA,NA
S161079292,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-02-10,11:20:00,eBird - Traveling Count,32,1,1.02,NA,1,NA,NA,NA,NA
S161776796,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-02-17,11:01:00,eBird - Traveling Count,18,1,1.03,NA,1,NA,NA,NA,NA
S168351998,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-04-13,11:59:00,eBird - Traveling Count,21,1,0.98,NA,1,NA,NA,NA,NA
S169600108,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-04-21,13:21:00,eBird - Traveling Count,15,1,0.83,NA,1,NA,NA,NA,NA
S173400280,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-05-11,11:09:00,eBird - Traveling Count,12,1,0.66,NA,2,NA,NA,NA,NA
S175586519,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-05-19,13:20:00,eBird - Traveling Count,53,1,1.19,NA,1,NA,NA,NA,NA
S192680096,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-08-25,10:33:00,eBird - Traveling Count,63,1,0.35,NA,1,NA,NA,NA,NA
S203354626,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-11-23,14:46:00,eBird - Traveling Count,61,1,0.46,NA,2,NA,NA,NA,NA
S159451573,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-01-21,15:54:00,eBird - Traveling Count,5,1,0.35,NA,1,NA,NA,NA,NA
S161090626,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-02-10,13:56:00,eBird - Traveling Count,5,1,0.28,NA,1,NA,NA,NA,NA
S161637659,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-02-16,12:10:00,eBird - Traveling Count,5,1,0.14,NA,1,NA,NA,NA,NA
S163677130,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-03-04,13:45:00,eBird - Traveling Count,6,1,0.22,NA,1,NA,NA,NA,NA
S166134746,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-03-27,13:49:00,eBird - Traveling Count,3,1,0.18,NA,1,NA,NA,NA,NA
S166784972,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-04-01,13:44:00,eBird - Traveling Count,3,1,0.15,NA,1,NA,NA,NA,NA
S167231043,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-04-05,13:53:00,eBird - Traveling Count,3,1,0.2,NA,1,NA,NA,NA,NA
S171085814,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-04-30,10:02:00,eBird - Traveling Count,5,1,0.24,NA,1,NA,NA,NA,NA
S191566355,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-08-15,20:02:00,eBird - Traveling Count,8,1,0.31,NA,1,NA,NA,NA,NA
S193069273,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-08-28,16:40:00,eBird - Traveling Count,5,1,0.16,NA,1,NA,NA,NA,NA
S168253583,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L30556965,Watson Avenue,56.3338523,-2.7974595,2024-04-12,15:23:00,eBird - Stationary Count,20,1,NA,NA,1,NA,NA,Redstart twitch - instant success!,NA
S168253665,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L30556965,Watson Avenue,56.3338523,-2.7974595,2024-04-12,15:44:00,eBird - Stationary Count,33,1,NA,NA,1,NA,NA,NA,NA
S158758506,Great Tit,Parus major,21951,2,GB-SCT,Fife,L28757348,B939 (Buchanan Gardens and Strathkinness Low Road),56.3351857,-2.8278245,2024-01-13,10:14:00,eBird - Traveling Count,27,1,1.7,NA,1,NA,One mimicking a Blackbird's chuck-chuck-chuck call - pretty neat!,NA,NA
S161958074,Great Tit,Parus major,21951,1,GB-SCT,Fife,L28490837,Balgove Farm,56.3474128,-2.8230652,2024-02-18,10:12:00,eBird - Traveling Count,20,1,1.4,NA,1,NA,NA,NA,NA
